dataset,experiment_track,clients,partition,alpha,run_type,algorithm,model,calibration,threshold_strategy,round,client_left,client_right,top_k,spearman_top_feature_stability_mean,spearman_top_feature_stability_std,spearman_top_feature_stability_ci95_low,spearman_top_feature_stability_ci95_high,spearman_top_feature_stability_n,spearman_rank_correlation_mean,spearman_rank_correlation_std,spearman_rank_correlation_ci95_low,spearman_rank_correlation_ci95_high,spearman_rank_correlation_n,top_k_overlap_mean,top_k_overlap_std,top_k_overlap_ci95_low,top_k_overlap_ci95_high,top_k_overlap_n
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,14.0,,,,0.9956709956709956,0.0019837990021456284,0.9934261157706981,0.9979158755712931,3,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,15.0,,,,0.9961038961038962,0.002249416633206623,0.9935584415584413,0.998649350649351,3,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,16.0,,,,0.9978354978354979,0.0027034623369690132,0.9947762422078315,1.0008947534631643,3,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,17.0,,,,0.9982683982683982,0.0029992221776084464,0.9948744588744588,1.0016623376623377,3,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,18.0,,,,0.9974025974025974,0.002249416633206367,0.9948571428571428,0.999948051948052,3,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,19.0,,,,0.9961038961038962,0.002249416633206367,0.9935584415584415,0.9986493506493508,3,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,20.0,,,,0.9965367965367967,0.003749027722010462,0.9922943722943726,1.0007792207792208,3,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,21.0,,,,0.9987012987012989,0.0012987012987011881,0.9972316798342709,1.0001709175683269,3,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,22.0,,,,0.9857142857142858,0.0,0.9857142857142858,0.9857142857142858,1,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,23.0,,,,0.9922077922077924,0.0,0.9922077922077924,0.9922077922077924,1,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,24.0,,,,0.9935064935064932,0.0,0.9935064935064932,0.9935064935064932,1,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,25.0,,,,0.9896103896103896,0.0,0.9896103896103896,0.9896103896103896,1,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,26.0,,,,0.9948051948051948,0.0,0.9948051948051948,0.9948051948051948,1,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,27.0,,,,0.996103896103896,0.0,0.996103896103896,0.996103896103896,1,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,28.0,,,,0.9896103896103896,0.0,0.9896103896103896,0.9896103896103896,1,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,29.0,,,,0.9909090909090909,0.0,0.9909090909090909,0.9909090909090909,1,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,30.0,,,,0.9883116883116884,0.0,0.9883116883116884,0.9883116883116884,1,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,31.0,,,,0.9857142857142858,0.0,0.9857142857142858,0.9857142857142858,1,,0.0,,,0,,0.0,,,0
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,,0.0,1.0,5.0,,0.0,,,0,0.9199134199134199,0.11846927601553364,0.7858528138528138,1.053974025974026,3,1.0,0.0,1.0,1.0,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,,0.0,2.0,5.0,,0.0,,,0,0.935064935064935,0.059400501953398833,0.8678469393110594,1.0022829308188108,3,1.0,0.0,1.0,1.0,3
cdc,audit,3,non_iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,,1.0,2.0,5.0,,0.0,,,0,0.9584415584415584,0.0333895068368375,0.9206577745512587,0.9962253423318581,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,2.0,,,,,0.0,,,0,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,3.0,,,,0.9714285714285714,0.01463562035010985,0.954866807904741,0.9879903349524018,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,4.0,,,,0.9714285714285714,0.02362779921903941,0.9446911995992086,0.9981659432579343,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,5.0,,,,0.9870129870129869,0.007899691597790118,0.9780736444348086,0.9959523295911652,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,6.0,,,,0.9926406926406927,0.001983799002145386,0.9903958127403955,0.9948855725409899,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,7.0,,,,0.9922077922077922,0.006748249899618973,0.9845714285714287,0.9998441558441558,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,8.0,,,,0.9917748917748918,0.0052486388108147495,0.9858354978354978,0.9977142857142857,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,9.0,,,,0.9896103896103896,0.009090909090909205,0.9793230575411925,0.9998977216795867,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,10.0,,,,0.9974025974025974,0.0012987012987013546,0.9959329785355692,0.9988722162696256,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,11.0,,,,0.996969696969697,0.0027034623369690132,0.9939104413420305,1.0000289525973634,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,12.0,,,,0.9978354978354979,0.0037490277220107184,0.9935930735930735,1.0020779220779223,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,13.0,,,,0.9974025974025974,0.0034360406637204163,0.9935143513583923,1.0012908434468026,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,14.0,,,,0.9991341991341992,0.0007498055444020796,0.9982857142857144,0.999982683982684,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,15.0,,,,0.9987012987012989,0.0012987012987011881,0.9972316798342709,1.0001709175683269,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,16.0,,,,0.9987012987012988,0.0,0.9987012987012988,0.9987012987012988,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,17.0,,,,0.9995670995670997,0.0007498055444020796,0.9987186147186149,1.0004155844155844,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,18.0,,,,0.9987012987012988,0.0,0.9987012987012988,0.9987012987012988,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,19.0,,,,0.9987012987012989,0.0012987012987011881,0.9972316798342709,1.0001709175683269,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,20.0,,,,0.9978354978354979,0.0014996110888042874,0.9961385281385281,0.9995324675324676,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,21.0,,,,0.9991341991341992,0.0007498055444020796,0.9982857142857144,0.999982683982684,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,22.0,,,,1.0,0.0,1.0,1.0,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,23.0,,,,0.9993506493506494,0.0009183204950474254,0.9980779220779222,1.0006233766233767,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,24.0,,,,0.9974025974025974,0.0018366409900950078,0.9948571428571428,0.999948051948052,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,25.0,,,,0.9993506493506494,0.0009183204950474254,0.9980779220779222,1.0006233766233767,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,26.0,,,,0.9980519480519481,0.002754961485142433,0.9942337662337662,1.00187012987013,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,27.0,,,,0.9993506493506494,0.0009183204950474254,0.9980779220779222,1.0006233766233767,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,28.0,,,,0.9987012987012988,0.0,0.9987012987012988,0.9987012987012988,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,29.0,,,,1.0,0.0,1.0,1.0,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,30.0,,,,1.0,0.0,1.0,1.0,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,31.0,,,,1.0,0.0,1.0,1.0,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,32.0,,,,1.0,0.0,1.0,1.0,1,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,33.0,,,,0.9974025974025976,0.0,0.9974025974025976,0.9974025974025976,1,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,34.0,,,,1.0,0.0,1.0,1.0,1,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,35.0,,,,0.9974025974025976,0.0,0.9974025974025976,0.9974025974025976,1,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,36.0,,,,0.9987012987012988,0.0,0.9987012987012988,0.9987012987012988,1,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,37.0,,,,0.9987012987012988,0.0,0.9987012987012988,0.9987012987012988,1,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,38.0,,,,1.0,0.0,1.0,1.0,1,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,39.0,,,,1.0,0.0,1.0,1.0,1,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,40.0,,,,0.9987012987012988,0.0,0.9987012987012988,0.9987012987012988,1,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,41.0,,,,0.9987012987012988,0.0,0.9987012987012988,0.9987012987012988,1,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,,0.0,1.0,5.0,,0.0,,,0,0.9826839826839827,0.02220488069823749,0.9575567947410188,1.0078111706269466,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,,0.0,2.0,5.0,,0.0,,,0,0.9848484848484848,0.013886593015017674,0.9691343255464042,1.0005626441505653,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,,0.0,3.0,5.0,,0.0,,,0,0.9727272727272728,0.01558441558441559,0.9550918463229351,0.9903626991316105,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,,0.0,4.0,5.0,,0.0,,,0,0.9835497835497837,0.02399377742086757,0.9563982683982686,1.0107012987012989,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,,1.0,2.0,5.0,,0.0,,,0,0.9748917748917748,0.02922318412422099,0.9418226289792088,1.007960920804341,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,,1.0,3.0,5.0,,0.0,,,0,0.9774891774891774,0.010813849347876018,0.9652521549785117,0.9897261999998431,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,,1.0,4.0,5.0,,0.0,,,0,0.9805194805194803,0.028304538594419903,0.9484898798849984,1.0125490811539624,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,,2.0,3.0,5.0,,0.0,,,0,0.9632034632034632,0.03090618051705886,0.9282298275868148,0.9981770988201115,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,,2.0,4.0,5.0,,0.0,,,0,0.9796536796536796,0.02627530892726139,0.9499203685565775,1.0093869907507815,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedavg,logistic,none,calib_f1_optimal,,3.0,4.0,5.0,,0.0,,,0,0.9766233766233766,0.012388820797622751,0.9626041061393755,0.9906426471073777,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,2.0,,,,,0.0,,,0,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,3.0,,,,0.9701298701298701,0.016883116883116837,0.9510248248585044,0.9892349154012358,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,4.0,,,,0.977922077922078,0.012388820797622692,0.963902807438077,0.991941348406079,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,5.0,,,,0.9839826839826838,0.006536653190710703,0.976585764563342,0.9913796034020257,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,6.0,,,,0.9935064935064934,0.002249416633206367,0.9909610389610388,0.9960519480519481,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,7.0,,,,0.9917748917748918,0.006406341379631474,0.9845254340515921,0.9990243494981914,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,8.0,,,,0.9917748917748918,0.0052486388108147495,0.9858354978354978,0.9977142857142857,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,9.0,,,,0.9904761904761905,0.007828199705638587,0.9816177485898422,0.9993346323625388,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,10.0,,,,0.9965367965367965,0.002703462336969218,0.9934775409091299,0.9995960521644631,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,11.0,,,,0.996969696969697,0.0027034623369690132,0.9939104413420305,1.0000289525973634,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,12.0,,,,0.9978354978354979,0.0037490277220107184,0.9935930735930735,1.0020779220779223,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,13.0,,,,0.9978354978354979,0.0037490277220107184,0.9935930735930735,1.0020779220779223,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,14.0,,,,0.9987012987012989,0.0012987012987011881,0.9972316798342709,1.0001709175683269,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,15.0,,,,0.9987012987012989,0.0012987012987011881,0.9972316798342709,1.0001709175683269,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,16.0,,,,0.9987012987012988,0.0,0.9987012987012988,0.9987012987012988,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,17.0,,,,0.9995670995670997,0.0007498055444020796,0.9987186147186149,1.0004155844155844,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,18.0,,,,0.9987012987012988,0.0,0.9987012987012988,0.9987012987012988,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,19.0,,,,0.9991341991341992,0.0007498055444020796,0.9982857142857144,0.999982683982684,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,20.0,,,,0.996969696969697,0.0014996110888042874,0.9952727272727272,0.9986666666666667,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,21.0,,,,0.9995670995670997,0.0007498055444020796,0.9987186147186149,1.0004155844155844,3,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,22.0,,,,0.9993506493506494,0.0009183204950474254,0.9980779220779222,1.0006233766233767,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,23.0,,,,0.9987012987012989,0.0018366409900947723,0.9961558441558446,1.0012467532467533,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,24.0,,,,0.9980519480519482,0.0009183204950473469,0.9967792207792211,0.9993246753246753,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,25.0,,,,0.9987012987012988,0.0,0.9987012987012988,0.9987012987012988,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,26.0,,,,0.9987012987012989,0.0018366409900947723,0.9961558441558446,1.0012467532467533,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,27.0,,,,0.9987012987012989,0.0018366409900947723,0.9961558441558446,1.0012467532467533,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,28.0,,,,0.9993506493506494,0.0009183204950474254,0.9980779220779222,1.0006233766233767,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,29.0,,,,0.9993506493506494,0.0009183204950474254,0.9980779220779222,1.0006233766233767,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,30.0,,,,1.0,0.0,1.0,1.0,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,31.0,,,,1.0,0.0,1.0,1.0,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,32.0,,,,1.0,0.0,1.0,1.0,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,33.0,,,,0.9987012987012989,0.0018366409900947723,0.9961558441558446,1.0012467532467533,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,34.0,,,,1.0,0.0,1.0,1.0,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,35.0,,,,0.9987012987012989,0.0018366409900947723,0.9961558441558446,1.0012467532467533,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,36.0,,,,0.9993506493506494,0.0009183204950474254,0.9980779220779222,1.0006233766233767,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,37.0,,,,0.9993506493506494,0.0009183204950474254,0.9980779220779222,1.0006233766233767,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,38.0,,,,1.0,0.0,1.0,1.0,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,39.0,,,,1.0,0.0,1.0,1.0,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,40.0,,,,0.9993506493506494,0.0009183204950474254,0.9980779220779222,1.0006233766233767,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,41.0,,,,0.9993506493506494,0.0009183204950474254,0.9980779220779222,1.0006233766233767,2,,0.0,,,0,,0.0,,,0
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,,0.0,1.0,5.0,,0.0,,,0,0.9857142857142858,0.01698272315665199,0.9664965253335965,1.0049320460949749,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,,0.0,2.0,5.0,,0.0,,,0,0.9848484848484849,0.011640112259522916,0.9716764578334761,0.9980205118634936,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,,0.0,3.0,5.0,,0.0,,,0,0.9761904761904763,0.013265414238999644,0.9611792468461515,0.991201705534801,3,1.0,0.0,1.0,1.0,3
cdc,audit,5,iid,0.5,federated,fedprox,logistic,none,calib_f1_optimal,,0.0,4.0,5.0,,0.0,,,0,0.9857142857142858,0.02137932160149921,0.9615213058341201,1.0099072655944514,3,1.0,0.0,1.0,1.0,3
